Tweet ID,Text,Final Decision,Assigned To,Label_Lior,Reasons_Lior,Label_eden,Reasons_eden,Label_lior,Reasons_lior,Label_ofek,Reasons_ofek,Label_אורי כהן,Reasons_אורי כהן,Label_אוריכהן,Reasons_אוריכהן,Label_אילון כהן,Reasons_אילון כהן,Label_אריאל כהן,Reasons_אריאל כהן,Label_בנימין ווליך,Reasons_בנימין ווליך,Label_הודיה עופרי,Reasons_הודיה עופרי,Label_הילי חכמי,Reasons_הילי חכמי,Label_זיו חסון,Reasons_זיו חסון,Label_כיתה,Reasons_כיתה,Label_ענה-יה אך,Reasons_ענה-יה אך,Label_צבי גופרי,Reasons_צבי גופרי,Label_תומר חוכימה,Reasons_תומר חוכימה
nlcbluvi3,"May Allah bring the downfall of Benjamin Netanyahu next,","Irrelevant","אילון כהן;זיו חסון","","","","","","","","","","","","","Irrelevant","","","","","","","","","","Irrelevant","","","","","","","","",""
674wd7bg6,"""After years of unjustly targeting brothers and scholars, one of SPUBs leaders is now crying foul as he faces the same attacks. How sad.,62.0","Salafi taklidi","צבי גופרי;הילי חכמי","","","","","","","","","","","","","","","","","","","","","Salafi taklidi","","","","","","","","Salafi taklidi","","",""
yhi3fkqtr,"""This is exactly how they want to treat all goyim"",","Irrelevant","ענה-יה אך;הודיה עופרי","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","","","Irrelevant","","","","",""
12szvm1gh,"""""To all men who have conquered lust, whats your secret?""
""
--------------

It is an innate human feeling, and anyone who claims they have none is lying or castrated

However to avoid it, simply stay away from its triggers. If you're the weak minded, no focus, no goals, no self-respect, follows half-naked women type of person, of course you fall into it,66.0","Irrelevant","אריאל כהן;אילון כהן","","","","","","","","","","","","","Irrelevant","","Irrelevant","","","","","","","","","","","","","","","","",""
w1z61r7it,"""Birmingham Winter Conference 2025 dates and theme announced, alhamdulillh. May Allh bless it.

Wednesday 24th and Thursday 25th December 2025.

Book your hotels and make travel arrangementsmay Allh bless you.

Please share the details with family, friends and acquaintances.,","Irrelevant","זיו חסון;צבי גופרי","","","","","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","Irrelevant","","",""
njes554mo,"""Reposting for no reason in particular."",","Irrelevant","הילי חכמי;ענה-יה אך","","","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","Irrelevant","","","","",""
edkjgy8z0,"""Total Sinwarification. We're all just pawns in the game of a man who died in battle more than a year ago."",","Irrelevant","הודיה עופרי;אריאל כהן","","","","","","","","","","","","","","","Irrelevant","","","","Irrelevant","","","","","","","","","","","","",""
1bah0bh22,""" [Playlist New Track] Raman Reminders 1447 | 2026.

 Ahlul-adth Do Not Take the Opinions of Men Over the Hadith. - Sh Abu Khadeejah Abdul Wid.

 @MasjidSalafi | @AstonMasjid | @AbuKhadeejahSP,","Salafi taklidi","אילון כהן;זיו חסון","","","","","","","","","","","","","Salafi taklidi","","","","","","","","","","Salafi taklidi","","","","","","","","",""
k0lxpn47i,"""The Salafi position on the UAE's aggression against Sudan. - Shaykh Nizar bin Hashim Al-Abbas.,","Salafi taklidi","צבי גופרי;הילי חכמי","","","","","","","","","","","","","","","","","","","","","Salafi taklidi","","","","","","","","Salafi taklidi","","",""
uxk4dpl3e,"""The Mother of The Believers - Umm al-Mu'minn - 'ishah (raiAllhu anh) said: 

O Messenger of Allh! What if I knew which night Laylatul Qadr was, what should I say in it?...

 The Du' + an explanation of the Name of Allh 'Al-Afuww' by Imm Ibn Rajab ( ),","Irrelevant","ענה-יה אך;הודיה עופרי","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","","","Skip","מצד אחד אין שום סממן ברור של תקלידי או ג'יהדי מצד שני מביאים אבן רג'אב רק סלפים, גם תקלידים גם ג'יהדים אז מתלבטת בין irrelevant לסלפי תקלידי","","","",""
gcp58zjoz,"""Under that rubble there are babies.

There are children.

There are mothers, and fathers.

Grandmothers, and grandfathers.

All of them died, slow, alone, while the west said we stand with Israel!

I will never forget it.

And I will never forgive it.,77.0","Irrelevant","אריאל כהן;אילון כהן","","","","","","","","","","","","","Irrelevant","","Irrelevant","","","","","","","","","","","","","","","","",""
6dalf8cfa,"""Visit our Bradford branch for all your Ramadn essentials! 

Browse a vast selection of authentic Islamic literature, free dawah materials, prophetic medicines, perfumes, and more! Plus, dont miss their exclusive range of Thoubs and Jilbbs.

461 Great Horton Rd, Bradford BD7 3DS"",","Irrelevant","זיו חסון;צבי גופרי","","","","","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","Irrelevant","","",""
3ci4nar66,"""As of tonight, Israel pretending that they are only targeting military sites in Iran came to an end. They wanted not to alienate the anti-regime sections and encourage them protest but their bet failed. So Israel has started bombing civilian infrastructure, water, oil and other facilities. They want to make life harder for all Iranians regardless of affiliation. The aim is to force them go out and protest. And if this failed too, they will move to their favorite phase of the war which carpet bombing cities and killing as many people as possible to force the enemy into submission. 

Jewish supremacy is the single biggest threat on humanity today."",","Irrelevant","הילי חכמי;ענה-יה אך","","","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","Irrelevant","","","","",""
5z7oflo6f,"Those Who Call Upon Others Besides Allah |ClickDEEN360  via @YouTube,","Irrelevant","הודיה עופרי;אריאל כהן","","","","","","","","","","","","","","","Irrelevant","","","","Irrelevant","","","","","","","","","","","","",""
rv7ksjcko,"#allah #clickdeen360 #clickdeen #clickhadith #viralreels  via @YouTube,","Irrelevant","אילון כהן;זיו חסון","","","","","","","","","","","","","Irrelevant","","","","","","","","","","Irrelevant","","","","","","","","",""
zr88wldj7,"Reminder
One trait of nifaq is to transgress when arguing
(using racism, vile language etc)
Some ppl here claim Islam yet act disgusting when theres disagreement
This is a sign of nifaq
Behave for your own sake
As Nifaq is cancerous and spreads until you become a full munafiq,","Irrelevant","צבי גופרי;הילי חכמי","","","","","","","","","","","","","","","","","","","","","Salafi taklidi","","","","","","","","Irrelevant","","",""
wd7kojwdb,"Alhamdulillah! 

This man and his militias were responsible for the killing of your muslim brothers, sisters and children in Syria, Iraq and Yemen. He was a Rafidhi, the successor of Khomeini who cursed the sahabah (may Allah be pleased with them).

   .,","Salafi taklidi","ענה-יה אך;הודיה עופרי","","","","","","","","","","","","","","","","","","","Salafi taklidi","","","","","","","","Irrelevant","","","","",""
21nnamrtg,""" Safeguarding Your Deeds From Sin in Raman.

 Sh Abu Khadeejah Abdul Wid ( ).

 @AbuKhadeejahSP | @MasjidSalafi 

 

 - The obligation of safeguarding our limbs and deeds inside and outside of Ramadn.
- Jbir b. Abdillh (  ) on making the day we are fasting distinct from the day we are not fasting.
- The reality of fasting.
- The unmatched generosity of the Prophet .
- The one whose fast is deprived of its purpose, even if he withheld from eating and drinking.
- How nearness to Allh ( ) is attained.
- The two moments of joy for the fasting person.
- Hastening to break the fast.
- The blessing of suhr.
- Three supplications that are not rejected.
- Allhs support for the one who is oppressed.
- Striving to give dawah to our relatives in this blessed month."",","Salafi taklidi","אריאל כהן;אילון כהן","","","","","","","","","","","","","Salafi taklidi","","Salafi taklidi","","","","","","","","","","","","","","","","",""
fxj7pwd3t,"""The Salafi mashayakh in the West, such as @AbuKhadeejahSP, @AbuIyaadSP, @Abdulilah_UK, @uwaysT, @hikmahpubs, @AbuHafsahKK, @IbnAkhdar (and those with them) have acquired a profound understanding of knowledge and wisdom through their decades-long companionship with the kibaar 'ulama. This unique blend of academic excellence and spiritual guidance far surpasses the limitations of mere academic study.

In contrast, individuals who study Arabic without the benefit of guidance from the 'ulama lack the comprehensive understanding and wisdom that these mashayakh provide. It is essential to recognize the value of their guidance and to hold fast to it.

Beware of those who seek to mislead you by claiming that learning Arabic renders the guidance of these mashayakh unnecessary. Such claims are baseless and intended to divert you from the path of guidance.

Furthermore, do not heed the criticisms of those who attack @SalafiPubs and their companions, whether publicly or privately. The Da'wah at @MarkazAnas has been established under the guidance of these mashayakh, even when some troublemakers were against it, and we remain united in our commitment to the same 'Aqeedah, Manhaj, and purpose.

We are not beholden to personalities or organizations, and we reject anyone who seeks to harm the Salafi Da'wah and its callers, regardless of how much they claim to adhere to Salafiyyah. These are empty claims!"",","Salafi taklidi","זיו חסון;צבי גופרי","","","","","","","","","","","","","","","","","","","","","","","Salafi taklidi","","","","","","Salafi taklidi","","",""
9hatv5btp,"""May Allah protect our countries, the Muslims, the weak, the oppressed, the innocent and deal with the wicked oppressors"",","Irrelevant","הילי חכמי;ענה-יה אך","","","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","Irrelevant","","","","",""
gjnvyptqc,"#darood #daroodshareef #daroodsharif #viral  via @YouTube,","Irrelevant","הודיה עופרי;אריאל כהן","","","","","","","","","","","","","","","Irrelevant","","","","Irrelevant","","","","","","","","","","","","",""
tgy0op1on,"""This video serves as an example of the importance of staying in your lane. 

      
Whoever speaks in matters external to his field ends up producing strange positions 

In this video, this speaker has ostracised millions of Muslims who trace their creed back to the time of the pious predecessors. 
He speaks as if the Salaf creed was born with Sh. Muhammad bin Abd al-Wahhb, whilst any basic student of Aqdah is aware that scholars of this creed predate Ibn Abd al-Wahhb by circa a thousand years. Even those who critique this creed and claim that it doesnt represent the Aqdah of the Salaf acknowledge the point that it predates Ibn Abdil Wahhb, citing Ibn Taymiyyahs creed as a prime example (d. 728AH). 

Furthermore, his categorisation of acceptable creeds into Ashar, Mturd and the Tahw creed is bizarre for multiple reasons. First, he argues that these creeds are the Aqidat al-Salaf, whilst ignoring & sidelining the creed of the Imm of Ahlus Sunnah, Ahmad bin Hanbal. Was his creed not the creed of the Salaf? Second, his mentioning of the Tahw creed as the third creed adds to his blunders. Both the Ashirah and the Mturdyyah would claim that the creed of al-Tahw reflects their Aqdah, as would the Athars. Specialists in this field from each of these schools do not treat the Tahw creed as a separate school of Aqdah. 

As for his immature, ridiculous comments like you have a mind of a nine-year-old and you have some IQ in your head?  they do not deserve a response. Such statements only reflect badly upon the one who says them. 

This is just a brief response; much more could be said on this mess of a video."",","Salafi taklidi","אילון כהן;זיו חסון","","","","","","","","","","","","","Salafi taklidi","","","","","","","","","","Salafi taklidi","","","","","","","","",""
s8pv8zaww,"""Medical Appeal for Auntie with Cancer

   

As Salaamu Aleikum

There is an auntie who my brothers Anwar (Oxford) and his cousin Zuhair (St Albans) raised money for a couple of years ago to get her a house to live in.

She is undergoing dialysis due to failing kidneys and has recently been diagnosed with cancer, she has no immediate family to help her where she lives in Settat, Morocco.

I'm looking to raise 35,000 Dirhams (~2750) for her to cover for medical costs, scans, blood tests, treatments and daily amenities. She is poor without any income, please let us try and aid her. She has reached out to Zuhair for help because she is struggling everyday. 

Karim Al Maghribi 

PayPal: Karimhadeq@msn.com
(Choose *Friends & Family option ONLY*) 

UK Bank:
Mr K Hadeq 
40-13-10 
42046016 
HSBC  

Reference: Auntie Medical 

BaarakaAllahu Feekum"",","Irrelevant","צבי גופרי;הילי חכמי","","","","","","","","","","","","","","","","","","","","","Irrelevant","","","","","","","","Irrelevant","","",""
